weights
500, 10, 
-0.00427108, -0.0579641, 0.04217, -0.00981865, 0.153741, -0.0515245, 0.173542, -0.115704, -0.142758, 0.0287822, 
0.0777152, 0.13947, -0.0354977, -0.0419854, 0.101943, -0.0124345, -0.045028, -0.132216, -0.146516, -0.0452169, 
0.0608641, 0.0650839, -0.0381904, 0.0352964, -0.0810763, -0.114844, 0.0720612, -0.0168555, -0.0724927, 0.0257111, 
-0.118727, -0.0263582, -0.0124479, 0.100007, 0.0760407, -0.0177047, -0.138468, 0.0433489, -0.0880499, 0.0609636, 
-0.0570055, -0.0781913, -0.0327342, 0.0103376, 0.0615756, 0.141306, 0.0890529, -0.0155365, 0.0130565, -0.134422, 
0.00259193, 0.0335966, 0.055603, -0.0613336, 0.0451039, 0.0404092, -0.0513301, 0.0448271, 0.0606933, -0.037657, 
-0.0461877, -0.0173994, -0.0348436, 0.0722125, 0.0185368, 0.044848, 2.36117e-06, 0.0204023, 0.0471425, -0.0607199, 
-0.067073, 0.13388, -0.126622, 0.0218626, 0.00228032, -0.0704283, 0.0242398, 0.015869, 0.0881048, -0.0421876, 
0.0542012, -0.035547, 0.0222831, -0.0801678, 0.0464736, 0.0372925, 0.0424198, -0.11415, 0.074204, -0.0417733, 
-0.033556, -0.0852217, 0.0879678, 0.0620551, -0.0155724, 0.0122718, -0.0712105, -0.101588, 0.0691726, 0.0242128, 
-0.0819663, -0.0588707, -0.148172, 0.133224, -0.0362277, 0.0454828, 0.029672, 0.0193079, 0.102507, -0.0510734, 
-0.012542, -0.0538008, -0.0362529, -0.0130693, 0.116914, -0.066705, -0.0780019, -0.0753604, 0.112454, 0.00190581, 
0.025582, -0.0159297, 0.00365719, -0.125572, 0.00103609, 0.0577355, 0.0284167, 0.0388271, -0.0260747, 0.0399193, 
-0.0767542, 0.061901, -0.114179, -0.0519656, 0.0650191, -0.134131, -0.0495346, 0.0646147, 0.0957741, 0.0697468, 
-0.00880282, 0.0413017, 0.0035578, 0.163906, -0.124543, 0.0325237, 0.063929, -0.113361, -0.0631085, 0.0804871, 
0.000840349, 0.000894607, -0.0408966, 0.135765, -0.179875, -0.0326081, -0.0965811, 0.0698708, 0.0590277, 0.032446, 
-0.0526475, 0.0263154, 0.0417852, 0.0612961, -0.048556, 0.0796582, -0.0633099, 0.0918855, -0.0771028, -0.137317, 
-0.0407063, -0.150168, -0.191594, 0.129906, -0.0386615, 0.16327, 0.123013, -0.0856648, 0.0632084, -0.0230491, 
-0.0562111, 0.00329648, -0.0800086, -0.0480281, -0.0280547, -0.0105737, -0.0153738, 0.0827924, -0.0180571, 0.042172, 
-0.0625015, -0.0731508, 0.105619, 0.00310373, -0.0467881, -0.0305394, 0.0680024, 0.0162198, -0.0572454, 0.0282286, 
-0.0469602, 0.065773, -0.0825653, 0.023904, -0.0900376, 0.00550979, 0.00219766, 0.0684349, 0.0659861, -0.0826722, 
0.0462267, -0.107783, 0.0643172, -0.0762071, -0.100447, 0.0770067, 0.0418721, 0.0690108, -0.0768348, -0.112151, 
0.110614, -0.0368136, -0.00321346, -0.000624229, -0.114211, -0.0198732, -0.0328301, -0.0480103, -0.0301093, 0.0939838, 
0.0567498, -0.0268316, 0.0126683, -0.0205438, -0.0300835, 0.0051285, 0.108195, -0.0477437, 0.102542, -0.0408238, 
-0.0884157, -0.0277599, -0.00813099, 0.067801, 0.0636678, -0.079525, 0.0588161, 0.0462334, 0.111031, -0.0250845, 
-0.106959, -0.0992985, 0.0684628, 0.0558857, -0.040431, 0.00826915, -0.0764783, 0.0299783, 0.13755, 0.0481619, 
-0.0251838, 0.0759889, 0.0350209, 0.0218175, -0.0928781, 0.0200876, 0.0443746, 0.0454766, -0.0659069, 0.00705774, 
0.109369, -0.0240952, 0.0597583, -0.00272365, -0.148683, 0.0422267, -0.00319458, -0.0116132, 0.0252571, -0.0102186, 
0.0150502, -0.0285213, 0.0424503, 0.00055583, -0.140231, -0.0492165, -0.00109745, -0.0381453, -0.0230467, 0.112471, 
-0.0489624, 0.06175, -0.0426268, -0.0377873, 0.035258, -0.0303108, -0.0387282, -0.0566327, 0.112254, -0.0301383, 
0.110967, -0.0535104, -0.0744716, 0.0246533, -0.00182282, -0.00281648, 0.0378943, 0.127889, -0.114052, 0.0194825, 
0.0273362, 0.0102334, -0.0670347, -0.0167947, 0.0280424, -0.043152, -0.00173574, 0.0476184, 0.0147029, -0.0490104, 
-0.0146838, -0.0654968, 0.150881, 0.128734, -0.110219, 0.0106494, -0.056992, -0.0750629, 0.0160497, -0.005818, 
-0.0620839, -0.056074, 0.0511815, 0.133292, -0.147669, -0.114809, 0.0187132, 0.0895797, 0.0725006, -0.0179226, 
0.0498853, 0.0946567, 0.0205646, -0.0657362, -0.0300084, -0.0331196, -0.0281219, 0.00304318, -0.0507597, 0.0236686, 
0.00990455, -0.0354587, 0.0780781, -0.0297998, -0.0216338, -0.0275495, -0.0181599, 0.0382462, -0.0758227, -0.120435, 
0.0126124, -0.0463447, -0.170082, -0.0993627, 0.0298701, -0.0204764, 0.211962, -0.00509411, 0.0795989, -0.0327483, 
0.0268875, -0.00361274, 0.0789232, 0.0911274, -0.102764, -0.0382038, -0.0503865, 0.0204522, 0.02945, -0.0950678, 
-0.0510392, -0.129681, 0.0998331, -0.00634285, -0.063722, -0.141282, -0.00703986, 0.0363414, 0.173474, 0.12013, 
-0.00815118, -0.0417355, -0.0549093, 0.00952969, 0.0091068, 0.0153807, -0.0280479, 0.0412221, -0.0249463, 0.0804656, 
-0.131956, 0.0643732, -0.0349229, 0.0697653, -0.0200654, 0.130156, -0.123363, 0.102081, -0.142776, -0.0540641, 
-0.115876, -0.0620227, -0.222699, -0.0237513, 0.106644, 0.149538, 0.151657, -0.135405, 0.144485, 0.048912, 
-0.0758795, 0.00197633, -0.0960019, -0.00872148, -0.0248902, 0.191548, 0.0371538, 0.102479, 0.0480278, 0.0175382, 
-0.0379524, 0.0255368, -0.0314875, 0.0312566, -0.042355, 0.0821463, -0.0446235, -0.0305713, -0.00121089, 0.0405393, 
0.0575844, -0.0467779, 0.0440306, 0.0138391, -0.112652, -0.0699686, -0.0600136, -0.0612814, 0.0180425, 0.01016, 
-0.0732381, 0.0142814, 0.0365107, -0.0725755, 0.129973, -0.143815, -0.0931278, 0.0462518, -0.142978, 0.198353, 
-0.0878813, 0.106287, -0.0228414, -0.102599, -0.00033178, -0.11216, -0.00186313, -0.00651748, -0.173428, 0.20148, 
-0.0591878, 0.0640605, 0.144871, -0.0860296, 0.0173098, -0.031222, 0.148189, 0.0517622, -0.0847388, -0.102436, 
0.131664, -0.0755683, -0.105964, 4.15285e-05, -0.0156193, 0.0461667, -0.0600285, 0.0323434, 0.0644088, -0.0886111, 
-0.0724478, 0.0662181, 0.120905, -0.0837857, -0.0837348, 0.11017, 0.0559337, -0.0446464, -0.0402949, 0.0458579, 
0.00339816, -0.0812279, -0.0575237, -0.00870304, 0.056384, -0.00830333, 0.0135662, -0.10627, -0.0576953, 0.141522, 
0.0566393, 0.141088, 0.00363611, -0.0433443, -0.0647192, -0.0668044, 0.0356967, 0.0443424, -0.106338, -0.0651435, 
0.096802, -0.061223, -0.0553709, 0.0767123, -0.0276736, 0.139314, 0.115316, -0.122572, -0.144229, 0.10257, 
-0.0238726, -0.12263, -0.00477629, 0.0239357, 0.00755179, -0.144037, -0.065867, -0.0298439, 0.0894986, 0.0852202, 
-0.0423281, -0.00871257, 0.0239837, -0.0183475, -0.0397151, 0.053804, -0.0140669, -0.0173079, -0.033372, 0.0518609, 
0.122295, 0.0583745, -0.0747709, 0.0243202, -0.0493777, -0.0614187, -0.00563856, -0.0557509, -0.093989, -0.00457122, 
-0.0244296, 0.0199536, -0.0253921, -0.0640761, -0.0764099, -0.0281415, 0.136564, 0.0099025, -0.0781184, 0.041586, 
-0.0859923, -0.0430795, 0.0161178, 0.0986091, -0.143138, -0.0608006, 0.0422245, 0.110595, -0.0631077, 0.0290751, 
0.0964494, 0.0741065, -0.0199564, -0.0365789, 0.00242739, -0.0441898, -0.117018, -0.0070315, -0.00712947, -0.0273798, 
0.0708575, 0.0625927, -0.12585, -0.180643, -0.0206063, -0.114876, 0.121855, 0.0279808, 0.192458, -0.0937978, 
-0.0984148, -0.0422182, 0.0051213, -0.00931456, -0.0706513, 0.0637986, 0.0839437, -0.097884, 0.122987, 0.0680197, 
-0.0772202, -0.0537097, -0.0220469, 0.116322, 0.0207592, 0.00988577, 0.0144464, 0.0104594, 0.0567185, -0.00422461, 
0.03455, 0.13844, -0.121019, 0.00195279, 0.0454057, -0.118668, 0.0844834, -0.0262333, -0.0774608, 0.0178519, 
-0.0164566, -0.017588, 0.0582574, -0.010846, 0.0212933, -0.0545623, 0.0147043, 0.0275501, 0.0103016, 0.0270101, 
-0.0592525, -0.0691591, -0.0873383, -0.0255596, 0.0540133, 0.04632, 0.107665, -0.0680777, -0.0244491, 0.0589759, 
-0.0820589, -0.00753196, 0.0327744, 0.199602, -0.114888, -0.168853, -0.150047, 0.00696449, 0.232693, 0.10534, 
-0.103665, 0.0675867, -0.0530651, -0.0431071, -0.0210942, 0.13803, 0.0546376, 0.0394606, 0.0297548, -0.0163045, 
-0.0467563, -0.0393362, -0.00347813, 0.137596, -0.0103596, 0.10187, -0.087053, -0.0494441, -0.0224735, -0.0277146, 
-0.0503001, -0.0172843, 0.00878904, -0.06849, -0.0117676, 0.047768, -0.00393143, 0.0359133, 0.0513166, 0.00812291, 
-0.0463494, 0.0405134, 0.0431825, 0.095395, -0.0547386, 0.0231303, 0.00413124, -0.0770737, 0.0134214, -0.0971162, 
-0.0222003, 0.0265487, 0.0320087, 0.129824, -0.065076, -0.0793453, 0.0120327, 0.0514575, 0.0683354, -0.132717, 
-0.0463099, -0.0182582, -0.0436985, -0.0835555, 0.0934649, 0.0238909, -0.03821, 0.111854, 0.00698107, -0.0949858, 
-0.0263294, 0.0481662, -0.0341588, -0.103768, 0.158807, -0.113877, -0.021875, -0.11396, 0.00974844, 0.158826, 
-0.00547399, 0.0144946, 0.0614617, -0.0162573, -0.0555584, -0.0465502, -0.0532568, 0.0907182, -0.0342413, 0.00246242, 
-0.0922673, -0.0508009, 0.0606856, 0.0185753, 5.50197e-05, 0.136293, -0.0359442, -0.0239712, 0.0618762, 0.0517182, 
0.00518218, -0.0508297, 0.0506182, 0.150671, 0.0209305, -0.111855, -0.0524253, 0.00534364, -0.0948838, -0.0110319, 
-0.0289027, 0.0437764, 0.121267, 0.0650828, -0.029933, 0.0541905, 0.0159458, -0.0300707, -0.0339681, -0.0586591, 
-0.103748, -0.0127127, -0.114108, 0.127426, 0.239949, 0.0606134, -0.00643243, 0.00817027, -0.119332, 0.0690511, 
-0.055831, -0.0388883, -0.0186554, 0.0129482, 0.0312915, 0.0476556, -0.0663147, 0.0530309, 0.0217603, -0.040705, 
-0.10151, 0.0573284, -0.0188796, -0.0750834, 0.0696737, 0.00960431, -0.138527, 0.115437, -0.0929959, 0.0638081, 
-0.00273276, -0.0564752, 0.0434616, 0.0313086, 0.143615, 0.107615, -0.156814, 0.112027, -0.217697, -0.00439413, 
0.0068373, -0.0800052, 0.0655715, -0.0487307, 0.0798963, -0.00839223, 0.0288293, -0.11838, 0.0997579, -0.191549, 
0.0518996, -0.0999195, -0.0486048, -0.0833921, 0.0384352, 0.0129981, 0.02664, 0.0131167, -0.0636124, 0.0981364, 
