weights
20, 1, 5, 5, 
0.274223, 0.0325355, 0.179234, -0.229729, -0.238244, 0.266771, 0.18467, -0.31474, -0.420521, -0.19005, 0.386002, 0.288337, 0.100192, -0.434452, -0.385465, 0.214295, 0.234753, -0.161963, -0.0185101, -0.322001, 0.284514, 0.385076, 0.225657, 0.205328, -0.198413, 
0.248027, 0.318244, -0.0263855, -0.273374, -0.297606, -0.117886, -0.127467, -0.185123, 0.0721758, 0.0607514, 0.2239, -0.0734145, -0.206973, -0.00279227, 0.00616433, 0.00768164, -0.0692341, 0.123553, 0.248538, -0.0441606, -0.242509, -0.236497, 0.22034, 0.183607, -0.203182, 
-0.0883935, 0.263742, -0.154327, -0.0153192, -0.095776, 0.0410468, -0.140475, 0.121324, -0.421186, -0.44596, 0.155135, -0.208892, -0.217362, -0.117808, -0.276222, -0.251447, -0.0175631, 0.323255, 0.248315, 0.342378, 0.242087, 0.0421558, 0.145921, 0.288696, 0.439604, 
-0.310593, -0.0902991, -0.149691, 0.193048, -0.153374, -0.242264, -0.163457, 0.092762, 0.273313, 0.302533, -0.0688457, -0.0735001, 0.118323, 0.379106, -0.00201619, 0.232669, 0.463988, 0.25425, 0.199623, 0.105298, 0.315077, 0.358106, 0.297104, -0.0819867, 0.190056, 
0.250591, -0.218874, -0.136669, 0.087176, 0.247742, -0.0918375, -0.0133571, -0.175275, -0.0525816, 0.151527, 0.258714, -0.0869697, -0.200641, -0.374258, 0.0610113, 0.354541, -0.00939499, -0.229488, -0.353985, -0.287247, 0.19645, 0.152989, 0.192285, -0.162759, -0.201067, 
-0.13427, -0.187182, -0.432802, -0.0511914, 0.303442, 0.14447, -0.326718, -0.295293, -0.147674, 0.359602, 0.156925, -0.00462763, -0.281523, -0.159176, 0.140137, 0.1768, 0.229975, 0.146427, 0.247676, 0.34395, -0.168701, 0.0206485, -0.00164461, 0.339044, 0.181996, 
0.0827306, 0.200243, -0.0712409, -0.0879744, 0.0282285, 0.280098, 0.0770683, -0.141128, -0.0885971, -0.199037, 0.327312, -0.0959451, -0.269753, 0.0489234, 0.00238013, 0.239265, -0.129146, -0.342465, -0.141632, 0.0759667, 0.334723, 0.138, -0.0608532, -0.251241, -0.00981602, 
-0.0541182, 0.0243694, 0.382262, 0.480225, 0.474963, 0.0185063, 0.109308, 0.00671569, -0.177637, -0.0948631, -0.21437, -0.107227, -0.372858, -0.284994, -0.368126, -0.433607, -0.502769, -0.551183, -0.404592, -0.348021, -0.142877, -0.305259, -0.391591, -0.221457, -0.255853, 
0.0163737, -0.269325, -0.329898, -0.39389, -0.254663, 0.280877, 0.288428, 0.0349898, -0.16238, -0.347376, -0.078294, 0.124409, 0.324242, -0.0823331, 0.19886, 0.123684, 0.274056, 0.168141, 0.322318, 0.334189, -0.138848, -0.170175, 0.0449258, -0.0680866, 0.209494, 
-0.178068, -0.277435, -0.173913, -0.29918, -0.0813761, -0.185621, 0.220972, 0.235485, -0.00938284, 0.0973308, 0.114343, 0.430579, 0.177262, 0.0330347, 0.060674, 0.119688, -0.0259666, 0.211196, 0.276801, 0.184157, -0.335092, -0.253857, -0.300059, 0.0392863, -0.157125, 
-0.113222, 0.218712, -0.174828, 0.14399, 0.100723, -0.18793, 0.107486, 0.265957, 0.05722, -0.127475, 0.324433, 0.15289, 0.255167, 0.154555, -0.0262559, 0.0974761, 0.0544125, -0.174118, -0.29145, -0.201962, -0.272244, -0.319418, 0.00808351, -0.217168, 0.0998783, 
-0.114275, 0.0973445, -0.104195, 0.219045, -0.00113309, 0.0389442, 0.0571867, -0.0185906, -0.141748, 0.0777901, -0.0619065, 0.14083, 0.194124, 0.0711522, -0.275431, -0.240269, 0.101735, -0.0685895, 0.0568762, -0.150243, -0.0258305, 0.198903, 0.0916877, -0.243942, -0.016728, 
-0.348454, -0.359338, -0.117771, 0.1188, -0.0402934, -0.26962, -0.28784, 0.00121146, -0.0879996, -0.272687, -0.234631, 0.146542, -0.0581768, -0.127113, -0.239775, 0.26813, 0.117514, -0.123835, -0.340368, -0.112338, 0.249211, 0.310227, 0.068497, -0.293241, -0.174254, 
-0.0744597, 0.135206, -0.245548, -0.282496, -0.140151, 0.277743, 0.377818, 0.356458, -0.107746, 0.246478, -0.0927216, 0.223151, 0.506067, 0.34027, 0.307876, -0.135743, -0.340364, -0.198681, 0.0917889, -0.170391, -0.198654, -0.16976, -0.118309, -0.0971952, 0.141432, 
0.207402, 0.463478, 0.272175, 0.047115, -0.275694, 0.45982, 0.223435, 0.0359703, -0.291286, -0.269788, 0.391012, 0.211227, -0.404597, -0.335574, -0.193596, -0.0364292, -0.294958, -0.177891, 0.0309897, -0.263248, -0.0262754, -0.195451, -0.214707, 0.0566791, 0.0410891, 
-0.21112, 0.0150574, -0.153529, 0.133706, 0.030075, -0.303153, -0.193959, 0.35101, 0.319294, 0.308041, 0.104063, 0.467227, 0.159311, -0.0484244, 0.0661387, 0.241866, 0.472883, -0.208891, -0.228899, 0.11, 0.313996, 0.300551, -0.221525, 0.118009, -0.321467, 
0.00801494, 0.0783616, -0.186989, 0.275833, 0.235297, 0.37518, 0.358979, 0.2439, 0.107798, 0.332535, 0.25921, 0.35026, 0.157875, -0.250806, 0.131847, 0.128488, 0.0548729, 0.101492, -0.278054, -0.0155208, -0.136174, 0.063037, 0.228702, -0.164522, -0.0342307, 
0.106167, 0.217907, -0.0688081, 0.232648, -2.36904e-05, 0.0781032, -0.300917, -0.31943, -0.112189, 0.184402, 0.195493, -0.0638661, 0.290195, -0.0142873, 0.170957, 0.28494, 0.231583, 0.292602, 0.27179, 0.0274207, -0.274978, -0.0609904, -0.243976, 0.00352583, 0.0215165, 
0.183721, 0.00244436, -0.227843, -0.313877, -0.0891614, -0.406261, -0.35469, -0.312694, -0.160968, -0.122291, -0.286484, -0.0804496, -0.11209, -0.0888046, 0.0134105, 0.187024, 0.246583, 0.26392, -0.0484658, -0.193327, 0.249556, 0.34016, 0.170822, 0.411473, 0.233883, 
0.290893, 0.322357, 0.474257, 0.111436, -0.123868, 0.0179812, 0.0386282, 0.273638, 0.476837, 0.376778, 0.0298913, -0.243969, 0.106446, 0.358302, -0.0111276, -0.342651, -0.224083, -0.322775, -0.0408156, -0.119798, -0.409657, -0.293165, -0.193577, 0.133565, 0.0404014, 
biases
20,
-0.0439388, -0.161906, -0.187184, -0.235915, 0.0182857, 0.0705116, -0.095988, 0.0273787, 0.0815199, -0.0350333, -0.131154, 0.060073, -0.0679412, -0.340635, 0.092029, -0.144371, -0.261489, -0.385032, -0.0303174, -0.114643, 
